username,is_anime_face,contribs
3533,False,3
3535,False,75
3536,False,128
3541,False,5
3542,False,45
3543,False,1
3544,False,68
3545,False,1
3548,False,255
3550,False,22
3553,False,191
3556,False,300
3557,False,299
3558,False,11
3560,False,13
3562,False,43
3563,False,250
3565,False,300
3566,False,1
3571,False,4
3573,False,1
3575,False,269
3577,False,9
3579,False,22
3581,False,2
3584,False,23
3585,False,5
3586,False,36
3589,False,39
3593,False,13
3596,False,105
3600,False,11
3601,False,6
3602,False,29
3603,False,17
3606,False,6
3607,False,3
3608,False,2
3609,False,25
3611,False,14
3612,False,1
3614,False,284
3619,False,1
3620,False,143
3621,False,9
3622,False,121
3624,False,211
3626,False,12
3627,False,9
3631,False,1
3634,False,85
3635,False,1
3637,False,52
3638,False,106
3639,False,11
3642,False,300
3644,False,5
3645,False,12
3646,False,43
3648,False,102
3649,False,1
3650,False,25
3653,False,94
3657,False,4
3658,False,3
3660,False,298
3664,False,300
3668,False,6
3669,False,3
3670,False,1
3672,False,12
3673,False,27
3675,False,1
3678,False,229
3680,False,12
3681,False,22
3682,False,12
3683,False,9
3684,False,14
3685,False,52
3687,False,14
3689,False,4
3690,False,25
3692,False,33
3693,False,5
3699,False,24
3703,False,5
3705,False,51
3706,False,2
3707,False,42
3709,False,8
3710,False,7
3714,False,66
3715,False,69
3717,False,11
3720,False,6
3721,False,4
3726,False,10
3727,False,7
3730,False,12
3731,False,2
3732,False,5
3734,False,5
3736,False,5
3737,False,300
3740,False,1
3741,False,259
3743,False,1
3744,False,2
3747,False,64
3748,False,143
3749,False,5
3752,False,84
3754,False,1
3756,False,40
3757,False,1
3758,False,9
3759,False,1
3760,False,1
3761,False,41
3764,False,40
3766,False,11
3767,False,4
3768,False,4
3770,False,38
3771,False,150
3772,False,46
3773,False,3
3775,False,32
3777,False,60
3781,False,2
3782,False,300
3783,False,68
3784,False,2
3785,False,30
3788,False,64
3790,False,3
3792,False,50
3793,False,18
3794,False,10
3795,False,66
3796,False,4
3797,False,3
3799,False,1
3800,False,12
3803,False,5
3804,False,156
3806,False,1
3808,False,98
3809,False,19
3811,False,151
3816,False,23
3818,False,71
3819,False,8
3820,False,5
3821,False,300
3822,False,21
3823,False,1
3825,False,74
3827,False,10
3829,False,2
3830,False,8
3832,False,227
3834,False,4
3835,False,1
3836,False,3
3837,False,20
3838,False,26
3839,False,47
3840,False,118
3846,False,300
3847,False,118
3853,False,71
3855,False,19
3856,False,281
3859,False,18
3861,False,60
3862,False,2
3863,False,17
3864,False,5
3866,False,2
3871,False,5
3874,False,134
3878,False,2
3879,False,6
3884,False,3
3888,False,34
3889,False,266
3891,False,138
3893,False,228
3896,False,8
3899,False,91
3900,False,5
3902,False,1
3903,False,16
3904,False,2
3905,False,256
3907,False,6
3908,False,3
3910,False,20
3916,False,6
3917,False,38
3919,False,9
3920,False,1
3921,False,19
3925,False,75
3927,False,1
3932,False,1
3936,False,11
3937,False,1
3938,False,8
3940,False,222
3941,False,8
3946,False,3
3947,False,51
3948,False,3
3949,False,1
3952,False,6
3954,False,3
3955,False,217
3958,False,216
3959,False,300
3960,False,3
3962,False,21
3965,False,10
3966,False,6
3967,False,281
3968,False,29
3970,False,178
3971,False,274
3974,False,14
3977,False,82
3979,False,48
3980,False,24
3981,False,3
3986,False,300
3987,False,10
3988,False,2
3989,False,4
3990,False,2
3991,False,253
3992,False,267
3993,False,26
3994,False,14
3996,False,1
3997,False,1
3998,False,278
3999,False,43
4002,False,273
4004,False,18
4005,False,3
4014,False,1
4015,False,22
4016,False,4
4018,False,298
4026,False,74
4027,False,6
4032,False,134
4033,False,19
4034,False,3
4035,False,5
4036,False,34
4045,False,72
4046,False,18
4047,False,2
4048,False,118
4051,False,6
4053,False,1
4054,False,29
4055,False,20
4056,False,5
4057,False,188
4058,False,5
4060,False,236
4061,False,174
4063,False,220
4064,False,258
4065,False,196
4066,False,3
4067,False,49
4068,False,144
4069,False,134
4074,False,30
4078,False,1
4079,False,4
4082,False,4
4085,False,280
4086,False,110
4087,False,4
4088,False,3
4090,False,4
4091,False,3
4092,False,36
4093,False,8
4094,False,26
4095,False,240
4096,False,131
4098,False,289
4100,False,30
4101,False,3
4104,False,161
4106,False,33
4109,False,38
4111,False,65
4112,False,28
4115,False,59
4117,False,41
